Price,Close,High,Low,Open,Volume
Ticker,STETH-USD,STETH-USD,STETH-USD,STETH-USD,STETH-USD
Date,,,,,
2024-08-04,2679.63916015625,2922.889892578125,2660.931640625,2902.04345703125,150964592
2024-08-05,2425.7490234375,2688.880126953125,2157.159423828125,2679.63916015625,959436900
2024-08-06,2454.460205078125,2540.297119140625,2416.868896484375,2416.892333984375,111332013
2024-08-07,2334.709716796875,2544.296875,2316.296875,2454.460205078125,113834483
2024-08-08,2682.73974609375,2771.824462890625,2326.72509765625,2334.712158203125,92736153
2024-08-09,2600.7333984375,2702.76904296875,2562.353515625,2683.17236328125,83646373
2024-08-10,2606.00244140625,2638.236572265625,2583.9482421875,2600.55224609375,44637070
2024-08-11,2557.009521484375,2704.010498046875,2551.93701171875,2606.00244140625,58924228
2024-08-12,2725.312744140625,2743.5869140625,2520.05419921875,2557.009521484375,64578205
2024-08-13,2703.009765625,2732.576904296875,2614.909423828125,2725.312744140625,49348137
2024-08-14,2665.67724609375,2764.519287109375,2638.6767578125,2703.063720703125,29096193
2024-08-15,2571.32958984375,2673.572265625,2529.478271484375,2665.674560546875,61278028
2024-08-16,2592.437744140625,2626.502197265625,2560.1787109375,2570.193603515625,51369393
2024-08-17,2611.4423828125,2622.695068359375,2590.12646484375,2592.283203125,25524898
2024-08-18,2621.03759765625,2679.98095703125,2597.354248046875,2611.297607421875,28984959
2024-08-19,2628.58154296875,2646.71728515625,2571.249755859375,2620.3662109375,31878128
2024-08-20,2584.79052734375,2693.771728515625,2563.116943359375,2628.58154296875,95765094
2024-08-21,2629.51904296875,2655.893798828125,2543.7060546875,2572.132080078125,61104175
2024-08-22,2622.9169921875,2643.318115234375,2592.962890625,2629.51904296875,40075181
2024-08-23,2763.932861328125,2792.952880859375,2622.380859375,2622.9169921875,49233125
2024-08-24,2770.493896484375,2812.19091796875,2743.927978515625,2763.932861328125,54528938
2024-08-25,2747.8857421875,2786.01708984375,2737.5302734375,2770.408935546875,29024085
2024-08-26,2681.51513671875,2760.203857421875,2670.380859375,2747.8857421875,36557815
2024-08-27,2458.487548828125,2698.233154296875,2437.913330078125,2681.51513671875,71122564
2024-08-28,2529.869384765625,2551.20458984375,2423.208251953125,2458.48046875,64505641
2024-08-29,2527.11474609375,2592.217529296875,2511.141845703125,2529.869384765625,32533103
2024-08-30,2525.11669921875,2537.77197265625,2440.05078125,2527.11474609375,54335661
2024-08-31,2512.817138671875,2529.9697265625,2494.560302734375,2525.034912109375,16640863
2024-09-01,2426.720947265625,2514.609130859375,2402.095947265625,2512.817138671875,37829220
2024-09-02,2537.60986328125,2552.28955078125,2423.817138671875,2426.720947265625,41724754
2024-09-03,2422.89697265625,2548.04931640625,2422.89697265625,2537.60986328125,40193431
2024-09-04,2447.94384765625,2486.59619140625,2276.092041015625,2422.846435546875,104862430
2024-09-05,2367.51806640625,2464.94580078125,2351.04443359375,2447.94384765625,83007202
2024-09-06,2220.77685546875,2401.987548828125,2163.74658203125,2367.51806640625,233287152
2024-09-07,2270.203857421875,2301.727294921875,2221.083251953125,2221.083251953125,44771362
2024-09-08,2294.930419921875,2327.767578125,2243.324951171875,2270.206787109375,89507866
2024-09-09,2358.85302734375,2372.2529296875,2275.4560546875,2294.930419921875,44981937
2024-09-10,2382.64892578125,2389.687255859375,2326.752197265625,2358.85302734375,42236134
2024-09-11,2341.5263671875,2389.027587890625,2282.958984375,2382.64892578125,35206877
2024-09-12,2360.172119140625,2385.1689453125,2319.44384765625,2341.5263671875,39203889
2024-09-13,2442.921142578125,2455.46044921875,2337.3193359375,2360.172119140625,36609482
2024-09-14,2417.14990234375,2443.00732421875,2401.00341796875,2442.99853515625,19688398
2024-09-15,2319.1748046875,2426.920654296875,2302.790283203125,2417.14990234375,21159077
2024-09-16,2291.129150390625,2326.330078125,2259.10302734375,2319.4560546875,58735225
2024-09-17,2336.424072265625,2383.322021484375,2263.42578125,2291.127197265625,60259365
2024-09-18,2360.9130859375,2360.946044921875,2281.865234375,2336.424072265625,59971337
2024-09-19,2464.095458984375,2483.138916015625,2361.03076171875,2361.03076171875,63233659
2024-09-20,2556.097412109375,2569.00048828125,2443.4267578125,2464.095458984375,34345975
2024-09-21,2617.14404296875,2618.87353515625,2530.97900390625,2556.097412109375,18043705
2024-09-22,2580.934326171875,2622.246337890625,2536.17724609375,2617.0908203125,24650880
2024-09-23,2648.2705078125,2692.05126953125,2549.658935546875,2580.94384765625,39768779
2024-09-24,2656.958984375,2668.883056640625,2603.618896484375,2648.272705078125,31309287
2024-09-25,2577.81591796875,2667.010986328125,2563.077392578125,2656.958984375,30841741
2024-09-26,2632.217041015625,2661.557861328125,2571.395263671875,2577.81591796875,29778099
2024-09-27,2695.804443359375,2721.340087890625,2617.356689453125,2632.217041015625,30880227
2024-09-28,2672.630615234375,2701.18505859375,2656.283935546875,2695.804443359375,31232821
2024-09-29,2656.68603515625,2677.45947265625,2636.260986328125,2672.630615234375,31034199
2024-09-30,2602.727783203125,2658.520751953125,2586.17919921875,2656.68603515625,45580321
2024-10-01,2449.16259765625,2649.552978515625,2421.083984375,2602.727783203125,59843617
