Price,Close,High,Low,Open,Volume
Ticker,WSTETH-USD,WSTETH-USD,WSTETH-USD,WSTETH-USD,WSTETH-USD
Date,,,,,
2024-08-04,3178.63671875,3422.52587890625,3163.842041015625,3411.03466796875,52767716
2024-08-05,2856.220458984375,3178.5966796875,2562.353515625,3178.588134765625,206861073
2024-08-06,2885.568603515625,2973.5087890625,2852.783935546875,2856.220458984375,44730461
2024-08-07,2756.470947265625,2974.221923828125,2741.774658203125,2885.568603515625,40574342
2024-08-08,3155.78369140625,3159.783203125,2747.414306640625,2756.470947265625,52821843
2024-08-09,3048.635498046875,3160.27294921875,3033.54443359375,3155.575439453125,38090810
2024-08-10,3063.110107421875,3094.2197265625,3043.56982421875,3048.635498046875,33741546
2024-08-11,3005.92578125,3173.58447265625,3005.92578125,3063.230712890625,48414276
2024-08-12,3189.282958984375,3189.282958984375,2982.354248046875,3005.92578125,27866781
2024-08-13,3182.62548828125,3199.279296875,3091.50439453125,3189.282958984375,64492047
2024-08-14,3131.70654296875,3234.092041015625,3121.1171875,3182.62548828125,28916176
2024-08-15,3024.468994140625,3137.205810546875,2982.692138671875,3131.72705078125,67670167
2024-08-16,3052.54443359375,3082.792724609375,3015.31298828125,3024.28759765625,26103516
2024-08-17,3068.55078125,3074.268798828125,3049.93115234375,3052.631103515625,22628932
2024-08-18,3100.49072265625,3140.810302734375,3063.683349609375,3068.55078125,12216217
2024-08-19,3082.21533203125,3106.808349609375,3030.185546875,3101.58203125,29841352
2024-08-20,3042.61572265625,3148.134521484375,3031.04248046875,3092.767578125,41396771
2024-08-21,3094.515625,3108.5751953125,3018.832763671875,3035.554931640625,36715326
2024-08-22,3085.99853515625,3103.7607421875,3060.856689453125,3094.515625,38862394
2024-08-23,3252.781005859375,3269.302978515625,3085.99853515625,3085.99853515625,45128530
2024-08-24,3247.701171875,3292.87255859375,3236.64697265625,3252.84521484375,36088487
2024-08-25,3246.270263671875,3269.032958984375,3230.1162109375,3247.701171875,23283269
2024-08-26,3160.667236328125,3247.677978515625,3155.50634765625,3246.270263671875,18205696
2024-08-27,2896.234375,3168.698974609375,2881.83447265625,3160.667236328125,35141763
2024-08-28,2974.583984375,2983.6796875,2863.47998046875,2896.229248046875,27783512
2024-08-29,2972.18212890625,3035.88525390625,2967.643798828125,2974.583984375,32313135
2024-08-30,2970.922119140625,2974.497802734375,2886.31689453125,2972.23681640625,21192704
2024-08-31,2959.7314453125,2973.671875,2948.154052734375,2970.92236328125,16407363
2024-09-01,2877.119873046875,2960.1845703125,2872.95263671875,2959.70458984375,17147891
2024-09-02,2989.869873046875,2991.25048828125,2866.898193359375,2877.12255859375,33731735
2024-09-03,2875.209228515625,2993.563720703125,2875.209228515625,2989.55322265625,21081113
2024-09-04,2888.7109375,2895.688232421875,2763.231689453125,2875.10400390625,42629491
2024-09-05,2787.32666015625,2895.782958984375,2785.81396484375,2888.7548828125,26177535
2024-09-06,2612.248779296875,2823.038330078125,2576.906982421875,2787.28271484375,43205738
2024-09-07,2675.8173828125,2703.21337890625,2612.0458984375,2612.248779296875,29851398
2024-09-08,2706.32421875,2710.801025390625,2659.205078125,2675.8173828125,16963243
2024-09-09,2768.299072265625,2770.12890625,2696.799072265625,2706.32421875,20852604
2024-09-10,2812.0771484375,2812.34521484375,2748.807373046875,2768.299072265625,18260942
2024-09-11,2758.01318359375,2812.10400390625,2711.1279296875,2812.0771484375,20296398
2024-09-12,2778.740478515625,2790.693359375,2748.13818359375,2758.01318359375,24306712
2024-09-13,2872.799560546875,2874.627197265625,2759.00927734375,2778.74072265625,15411121
2024-09-14,2846.310791015625,2876.309814453125,2838.030029296875,2872.720458984375,9657792
2024-09-15,2742.528564453125,2853.31494140625,2740.525390625,2846.310302734375,13916154
2024-09-16,2698.107177734375,2742.667236328125,2674.580322265625,2742.63037109375,13575639
2024-09-17,2754.806396484375,2776.413818359375,2684.507080078125,2698.107421875,14575604
2024-09-18,2758.479248046875,2758.89306640625,2706.602783203125,2754.901611328125,12638227
2024-09-19,2906.322265625,2909.232666015625,2758.916259765625,2758.916259765625,21024216
2024-09-20,3006.41015625,3010.27197265625,2887.43994140625,2906.322265625,14345698
2024-09-21,3052.546142578125,3052.615234375,2995.30078125,3006.41015625,12478950
2024-09-22,3043.7666015625,3067.859619140625,3021.37548828125,3052.818359375,14181119
2024-09-23,3123.583740234375,3152.131103515625,3027.633544921875,3043.72998046875,19255298
2024-09-24,3126.158447265625,3130.451416015625,3079.755126953125,3123.583740234375,40741524
2024-09-25,3037.19873046875,3126.912841796875,3032.364501953125,3126.160888671875,27450348
2024-09-26,3105.31640625,3120.777099609375,3028.653564453125,3037.19873046875,40255368
2024-09-27,3181.9189453125,3189.143798828125,3091.7001953125,3105.295166015625,24267185
2024-09-28,3155.396484375,3182.95458984375,3141.837890625,3181.9189453125,27624915
2024-09-29,3135.82763671875,3157.838134765625,3118.789306640625,3155.40380859375,20091500
2024-09-30,3071.45361328125,3136.43994140625,3062.615478515625,3135.82763671875,16960749
2024-10-01,2894.6337890625,3117.0576171875,2890.87646484375,3071.469970703125,22133105
2024-10-02,2797.4111328125,2934.9130859375,2793.30810546875,2894.551025390625,20237225
2024-10-03,2771.68115234375,2826.13623046875,2745.95751953125,2797.406982421875,20378719
2024-10-04,2853.161865234375,2863.097412109375,2766.674072265625,2772.176513671875,17895883
2024-10-05,2849.71240234375,2860.336669921875,2829.825927734375,2853.017822265625,9722170
2024-10-06,2878.40625,2887.748291015625,2845.073486328125,2849.71240234375,12895295
2024-10-07,2871.1943359375,2945.543212890625,2871.1943359375,2878.38134765625,12673511
2024-10-08,2884.559326171875,2888.02880859375,2859.0166015625,2871.1494140625,13794987
2024-10-09,2826.220947265625,2892.2900390625,2826.214111328125,2879.48046875,12163234
2024-10-10,2805.14453125,2836.062255859375,2788.837646484375,2797.62841796875,15226641
2024-10-11,2887.984375,2898.252685546875,2805.14453125,2805.14453125,13998605
2024-10-12,2926.6435546875,2928.3466796875,2881.10302734375,2888.000732421875,16892240
2024-10-13,2912.353759765625,2928.041015625,2897.84814453125,2926.6435546875,11129737
2024-10-14,3104.609130859375,3113.294677734375,2900.895751953125,2912.400634765625,57103302
2024-10-15,3061.166748046875,3110.737060546875,3045.015625,3104.589599609375,22708091
2024-10-16,3088.05908203125,3106.445068359375,3064.15625,3064.510009765625,45982424
2024-10-17,3076.52978515625,3108.23486328125,3070.644287109375,3088.05908203125,30068862
2024-10-18,3119.982421875,3131.9912109375,3073.1806640625,3076.52978515625,36280535
2024-10-19,3128.659912109375,3131.408203125,3116.922607421875,3119.979736328125,20360117
2024-10-20,3226.474853515625,3226.474853515625,3118.60302734375,3128.659912109375,13621402
2024-10-21,3155.775146484375,3252.187255859375,3150.003662109375,3237.74560546875,31930411
2024-10-22,3100.771240234375,3156.843505859375,3093.877197265625,3155.697265625,56004227
2024-10-23,2963.72509765625,3101.46728515625,2939.251953125,3100.771240234375,16257574
2024-10-24,2995.423583984375,3017.287841796875,2966.5322265625,2974.377197265625,22297791
2024-10-25,2881.5400390625,3011.509765625,2879.7626953125,2994.931884765625,17490971
2024-10-26,2935.482177734375,2937.9873046875,2880.550048828125,2881.75439453125,25172011
2024-10-27,2959.03662109375,2959.94287109375,2914.565185546875,2935.450439453125,13905542
2024-10-28,3016.104248046875,3018.529296875,2933.393310546875,2958.905517578125,18852806
2024-10-29,3115.633544921875,3138.347412109375,3014.86669921875,3016.104248046875,49220878
2024-10-30,3147.4443359375,3186.20361328125,3091.970947265625,3116.076171875,23797163
2024-10-31,2983.6767578125,3151.0791015625,2979.500732421875,3147.42138671875,15587613
2024-11-01,2972.090576171875,3038.0009765625,2954.6611328125,2983.665283203125,17457400
2024-11-02,2946.673583984375,2977.297607421875,2939.495361328125,2972.0830078125,20019531
2024-11-03,2913.95458984375,2949.32275390625,2869.103515625,2946.673583984375,20134521
2024-11-04,2840.152099609375,2929.369384765625,2826.120361328125,2907.965576171875,17021935
2024-11-05,2871.923828125,2910.316650390625,2830.09521484375,2840.152099609375,24580873
2024-11-06,3210.84423828125,3212.163330078125,2870.801513671875,2871.906005859375,43927874
2024-11-07,3404.36669921875,3438.0068359375,3201.027587890625,3217.85888671875,45369881
2024-11-08,3499.197998046875,3500.576171875,3421.502685546875,3421.502685546875,35593864
2024-11-09,3686.1318359375,3691.5126953125,3501.358154296875,3501.358154296875,28940005
2024-11-10,3775.901123046875,3817.9365234375,3683.23876953125,3689.101318359375,50587145
2024-11-11,3966.592529296875,3966.9716796875,3715.686767578125,3776.122802734375,28551753
2024-11-12,3861.757080078125,4015.02490234375,3838.328857421875,3966.592529296875,40761703
2024-11-13,3766.29638671875,3908.501953125,3736.318115234375,3861.757080078125,22870561
2024-11-14,3635.195068359375,3821.478759765625,3633.11865234375,3766.29638671875,28511743
2024-11-15,3670.0048828125,3680.48095703125,3588.982421875,3635.3359375,24600437
2024-11-16,3713.60693359375,3766.342529296875,3648.294921875,3667.40087890625,30364870
2024-11-17,3641.56005859375,3730.6298828125,3634.014404296875,3713.574462890625,19602933
2024-11-18,3773.46337890625,3773.9169921875,3633.462158203125,3641.56005859375,42750443
2024-11-19,3686.515380859375,3778.5419921875,3661.573486328125,3772.8935546875,35435751
2024-11-20,3638.76171875,3702.120849609375,3615.8076171875,3686.5068359375,33058792
2024-11-21,3988.047607421875,3988.907470703125,3624.142578125,3638.7646484375,39412258
2024-11-22,3935.0224609375,4018.572509765625,3895.1201171875,3987.979248046875,22029470
2024-11-23,4031.64013671875,4079.63427734375,3931.6591796875,3935.0224609375,20813198
2024-11-24,3982.3798828125,4067.241455078125,3930.38427734375,4031.905029296875,18605946
2024-11-25,4065.29248046875,4155.73095703125,3954.921630859375,3982.3798828125,29514277
2024-11-26,3943.310791015625,4088.119873046875,3904.06201171875,4065.29248046875,21681667
2024-11-27,4334.54296875,4341.40625,3929.804443359375,3943.330810546875,30567272
2024-11-28,4247.1884765625,4334.3583984375,4207.37353515625,4334.25537109375,20946889
2024-11-29,4262.7744140625,4294.96728515625,4209.6650390625,4247.1884765625,18606470
2024-11-30,4398.76904296875,4405.51904296875,4253.43115234375,4262.58984375,32502177
2024-12-01,4407.64013671875,4419.6337890625,4351.4716796875,4398.76904296875,19527434
2024-12-02,4304.7021484375,4429.775390625,4247.49560546875,4406.302734375,39828336
2024-12-03,4294.11181640625,4338.10986328125,4219.8134765625,4304.7021484375,45198552
2024-12-04,4552.587890625,4580.03515625,4293.4453125,4294.11181640625,41417786
2024-12-05,4534.37548828125,4663.18994140625,4491.53466796875,4552.56201171875,37175965
2024-12-06,4776.9912109375,4837.0625,4514.26513671875,4533.84619140625,102526467
2024-12-07,4750.08251953125,4776.9912109375,4725.322265625,4776.9912109375,27384924
2024-12-08,4736.5810546875,4752.05126953125,4693.9892578125,4749.0166015625,28538256
2024-12-09,4406.2255859375,4743.99853515625,4334.37109375,4742.5185546875,35776626
